Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
uipFunIVqRWwopfEvrscyQ,Casa Mezcal,86 Orchard St,"{'latitude': 40.7179602, 'longitude': -73.9902328}",451,3.5,10002
ED91L2kUw_pwF_Pd1ZdViQ,Rancho Tequileria,718 Amsterdam Ave,"{'latitude': 40.793432, 'longitude': -73.971356}",95,4.0,10025
mVaslo987DCd3YC_0FtWxA,Mole,57 Jane St,"{'latitude': 40.73824642587064, 'longitude': -74.00540857321451}",505,3.5,10014
E_oFzRY-7j9T04qHkORCsw,Santa Fe,73 W 71st St,"{'latitude': 40.7767563, 'longitude': -73.9789734}",210,3.5,10023
zxdsVR_hHUzhBFfus4yd7A,Dos Caminos,675 Hudson St,"{'latitude': 40.7404330511257, 'longitude': -74.0054753422738}",1185,3.0,10014
v4_89HfTm05NFTuukjsl_g,EL Burrito Box,885 9th Ave,"{'latitude': 40.76831, 'longitude': -73.98565}",953,4.0,10019
7-aFmvscXWT223jlWrOkWg,Mictlan Mexico,17 Orchard St,"{'latitude': 40.71524, 'longitude': -73.99183}",33,4.5,10002
j7EApOJDGUrU7HAs2DyCOw,Wonder,2030 Broadway,"{'latitude': 40.77674437664585, 'longitude': -73.98177040000002}",24,5.0,10023
DY2wlHlgC5eHITs-d5rT4w,Panchos,964 Amsterdam Ave,"{'latitude': 40.8015, 'longitude': -73.96534}",70,4.5,10025
IpBG_nY_opO9Zy-xNBEQCg,La Chilaquería - New York,139 W 28th St,"{'latitude': 40.746995, 'longitude': -73.992207}",37,5.0,10001
V9jFJfuK3FzWCJGoY15EgQ,Blue Maiz,606 8th Ave,"{'latitude': 40.75541701110701, 'longitude': -73.99069692538708}",291,4.0,10018
vyKBwzRdNX4yiJDIFv37iw,Oxomoco,128 Greenpoint Ave,"{'latitude': 40.7299099, 'longitude': -73.95548}",550,4.0,11222
FeSZi6LBCcAIipoSua6dXg,La Esquina - UES,1402 2nd Ave,"{'latitude': 40.7693131667402, 'longitude': -73.9577519273524}",206,3.5,10021
U9BX6bMvXHk8umBYnS3Dog,Dos Toros Taqueria,137 4th Ave,"{'latitude': 40.7336815475083, 'longitude': -73.9897049423153}",1373,4.0,10003
VzdToJAHuLY07TlXZTdIwA,Tito Murphy's,346 W 46th St,"{'latitude': 40.76034, 'longitude': -73.989743}",223,4.0,10036
NUdrJYB7GHRuwVVETSDIFQ,Top Quality,10-29 44th Rd,"{'latitude': 40.74961, 'longitude': -73.94994}",155,4.5,11101
Q10FeFs1mtNchv1NbNcsLg,Oaxaca Taqueria,152 E 33rd St,"{'latitude': 40.745314, 'longitude': -73.97949471396348}",142,3.5,10016
SCQvI5pAJmD-OMm37kkS6Q,DORADO Tacos & Quesadillas,28 E 12th St,"{'latitude': 40.73396, 'longitude': -73.99312}",713,4.0,10003
JzUg9hbxpAbyvs0JzbFruA,Noche Mexicana,842 Amsterdam Ave,"{'latitude': 40.79746, 'longitude': -73.96828}",294,3.5,10025
boRM4i0UQswxQIp6CA9y_A,La Esquina - SoHo,114 Kenmare St,"{'latitude': 40.721372, 'longitude': -73.997529}",2163,3.5,10012
r5NT8-nV4py2c-mppTKucQ,Essex Taqueria,123 Essex St,"{'latitude': 40.7197418, 'longitude': -73.9877989}",322,4.0,10002
WqjqHMozyW42XLTtLnKGag,La Pulperia Hell's Kitchen,623 9th Ave,"{'latitude': 40.7599217, 'longitude': -73.991841}",869,4.0,10036
YFL1rAdlv7J0cswHVhvCtQ,Ruta Oaxaca Mexican Cuisine,35-03 Broadway,"{'latitude': 40.76058, 'longitude': -73.92182}",236,4.5,11106
BbMUXd69i0tlWS2aoppwaQ,El Camion,194 Ave A,"{'latitude': 40.7291, 'longitude': -73.98105}",758,4.0,10009
EHUNrnIgnhwTnpOm3gEESg,Tacuba,35-01 36th St,"{'latitude': 40.75609, 'longitude': -73.924441}",741,4.0,11106
sSoXtUwSGBKrZJhDmjo32A,SOBREMESA,43-56 12th St,"{'latitude': 40.750260726364964, 'longitude': -73.94863097519296}",25,4.0,11101
BEYmqrP1_TC0nhnTGKkkJg,Ella Social,249 Columbus Ave,"{'latitude': 40.7769826, 'longitude': -73.9788067}",655,4.0,10023
AUyKmFjpaVLwc3awfUnqgQ,Chela & Garnacha,33-09 36th Ave,"{'latitude': 40.7556474, 'longitude': -73.9274415}",433,4.5,11106
1m6viubAWUgsTgguIrJT6A,Cosme,35 E 21st St,"{'latitude': 40.739691, 'longitude': -73.988428}",1213,3.5,10010
xrKa2SpgWzPEEbji3Iw2DQ,The Calaveras,949 Columbus Ave,"{'latitude': 40.79956, 'longitude': -73.96241}",212,4.5,10025
hR1bG0jgd2_Z9Q5L6siTEw,Antojito Mexicano,6th Avenue & 28th Street,"{'latitude': 40.7460380678347, 'longitude': -73.9905191880082}",37,4.5,10001
iXtZQ7twXQiv7j2ZdxZqUg,Burritos y Mas NY Tex-Mex,1571 Lexington Ave,"{'latitude': 40.7887686998247, 'longitude': -73.9486259859039}",207,4.0,10029
N90gLDq4XgqYanlRqaeNKg,Acapulco,1116 Manhattan Ave,"{'latitude': 40.7367, 'longitude': -73.95517}",297,4.0,11222
_M5FVY4hkcuU-ASdVZPfRQ,Tacos El Bronco,4324 4th Ave,"{'latitude': 40.65006, 'longitude': -74.00915}",677,4.0,11220
VIIfYEzIppjps0K_J_8zLg,El Rio Grande,160 E 38th St,"{'latitude': 40.74826, 'longitude': -73.97669}",695,3.5,10016
YKAwpTnKO-n5vB9-pqaCLQ,Taqueria Y Fonda,968 Amsterdam Ave,"{'latitude': 40.8016168, 'longitude': -73.965212}",516,3.5,10025
VThwGCuC6JVaxAgnmuJDRg,Cilantro,485 Columbus Ave,"{'latitude': 40.784629, 'longitude': -73.973121}",486,3.5,10024
AABqAsYdRI9gSyU1gStdxg,Gina Mexicana,145 E 61st St,"{'latitude': 40.7634, 'longitude': -73.9668}",172,3.0,10021
8p1HTzXEcC3TCbLz59xMng,La Diagonal,185 St Nicholas Ave,"{'latitude': 40.8061, 'longitude': -73.95302}",267,4.0,10026
0W0m68TNPbodGCA3PhIB4w,The Black Ant,60 2nd Ave,"{'latitude': 40.72578, 'longitude': -73.98952}",613,4.0,10003
R5jpETY0OshPn-AeJjs0fA,Dos Caminos,475 W Broadway,"{'latitude': 40.7266452, 'longitude': -73.9999024}",1240,3.5,10012
QwL5LS436Xjo9MHFi2rc-g,Agave,140 7th Ave S,"{'latitude': 40.734767, 'longitude': -74.002415}",1402,3.5,10014
NXjCypQNl7tBrdR3gkFqdg,Lupita's Restaurant,2049 2nd Ave,"{'latitude': 40.790205, 'longitude': -73.943136}",142,4.0,10029
J9pgjC191T-odCmTAG-grQ,El Diablito Taqueria,60 E 3rd St,"{'latitude': 40.72504, 'longitude': -73.98917}",425,4.0,10003
4sHkiQ0qURBjL_gVLQbGPw,Taqueria Diana,524 9th Ave,"{'latitude': 40.75652, 'longitude': -73.99371}",249,3.5,10018
WE064Ln20S4MQVT1hETCCw,Canyon Road,1470 1st Ave,"{'latitude': 40.770694, 'longitude': -73.953774}",296,4.0,10075
0oRYwB_SLqjHptvUQwwe2w,Tajin,85 Greenwich St,"{'latitude': 40.707905071154805, 'longitude': -74.01362173954276}",265,3.5,10006
AgAkUVLN_axMY-bzbNCfCw,Yuca Bar,111 Avenue A,"{'latitude': 40.7262, 'longitude': -73.9836}",1960,4.0,10009
5S8ZK9XLdl4l645twbNYZQ,Boqueria,1460 2nd Ave,"{'latitude': 40.771522, 'longitude': -73.956073}",918,4.0,10075
tCuPhpmf1PaYe5dmwdq8Ew,Pico De Gallo Bar & Kitchen,768 Amsterdam Ave,"{'latitude': 40.795205276680704, 'longitude': -73.96984093776311}",235,4.0,10025
sul_ihulQ5VUPNbk9liWqA,Cantina Rooftop,605 W 48th St,"{'latitude': 40.76497439968185, 'longitude': -73.99610715738004}",1436,3.0,10036
9z2lUyfzZV8b2rkkiwSM4g,ABC Cocina,38 E 19th St,"{'latitude': 40.738005, 'longitude': -73.989251}",985,4.0,10003
lL5DgsvOuiI8nMQcjK1bMA,El Centro Cantina,359 W 54th St,"{'latitude': 40.76593, 'longitude': -73.98675}",54,4.0,10019
Zk8UgB9MDoIHWFYgAxNlIQ,De Mole,2 Hope St,"{'latitude': 40.71377, 'longitude': -73.95786}",240,4.5,11211
3t1IjhshYUfDWIzpJn5YlQ,Cinco De Mayo,153 E 43rd St,"{'latitude': 40.75172171488582, 'longitude': -73.9742506021925}",6,5.0,10017
J_9-q-WFMWg5swNVzzZ_XA,Lupe's East L.A. Kitchen,110 Ave Of The Americas,"{'latitude': 40.7236932215964, 'longitude': -74.00455078574569}",427,3.5,10013
tnxb_qM5e7J5wIfYwJB3Ig,The Elgin,64 West 48th St,"{'latitude': 40.758194, 'longitude': -73.980905}",252,4.5,10036
yuYv1MV_eoNAWCHOokXlRA,Taqueria On Tenth,313 10th Ave,"{'latitude': 40.751061, 'longitude': -74.002121}",7,3.5,10001
ePKsXWq7alN3Q1kQ6cKaUg,The Red Grill,1701 2nd Ave,"{'latitude': 40.77935, 'longitude': -73.95089}",77,4.0,10128
3vBVnzsJLRh8WtW3awKxeQ,Bodega 88,573 Columbus Ave,"{'latitude': 40.7875358759796, 'longitude': -73.9711353555322}",225,4.5,10024
